,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,HS__1.5Unf,HS__1Story,HS__2.5Fin,HS__2.5Unf,HS__2Story,HS__SFoyer,HS__SLvl,EQ__Fa,EQ__Gd,EQ__TA,HQC__Fa,HQC__Gd,HQC__Po,HQC__TA,KQ__Fa,KQ__Gd,KQ__TA
176,10029,6,5,1988,268.0,1151,2060,2,1,4,8,1,521,0,228,9,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
177,13650,5,5,1958,0.0,1052,1920,2,0,4,8,1,451,0,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
178,17423,9,5,2008,748.0,2216,2234,2,0,1,9,1,1166,0,60,7,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,8520,5,6,1923,0.0,968,968,1,0,2,5,0,480,0,0,7,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
180,2117,6,5,2000,456.0,756,1525,2,1,3,5,1,440,0,0,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
181,7588,7,6,1920,0.0,793,1802,1,1,4,9,1,216,0,0,7,2006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
182,9060,5,6,1957,98.0,0,1340,1,0,3,7,1,252,116,0,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
183,11426,7,5,2003,0.0,1362,2082,2,1,3,6,0,484,280,238,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
184,7438,5,8,1908,0.0,504,1252,1,0,3,5,0,576,104,0,6,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
185,22950,10,9,1892,0.0,1107,3608,2,1,4,12,2,840,0,260,6,2006,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,9947,7,5,1990,0.0,1188,1217,2,0,3,6,0,497,168,27,6,2009,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
187,10410,5,7,1916,0.0,660,1656,2,1,3,8,0,180,0,0,8,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
188,7018,5,5,1979,275.0,1086,1224,0,2,2,6,2,528,120,0,6,2009,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
189,4923,8,5,2001,0.0,1593,1593,1,1,0,5,1,682,0,120,8,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,10570,8,8,1932,0.0,853,2727,2,1,3,10,2,440,0,74,12,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
191,7472,7,9,1972,138.0,725,1479,1,1,4,7,0,484,0,32,6,2007,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
192,9017,7,5,1999,0.0,1431,1431,2,0,3,6,0,666,0,35,9,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
193,2522,7,5,2004,50.0,970,1709,2,0,3,7,0,380,0,40,5,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
194,7180,5,7,1972,0.0,864,864,1,0,3,5,0,352,0,0,5,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
195,2280,6,6,1976,0.0,855,1456,2,1,3,7,1,440,87,0,7,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
196,9416,7,5,2007,205.0,1726,1726,2,0,3,8,1,786,171,138,9,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,25419,8,4,1918,0.0,1360,3112,2,0,4,8,1,795,0,16,3,2006,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
198,5520,6,6,1912,0.0,755,2229,1,0,5,8,0,0,0,198,7,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199,9591,8,5,2004,262.0,1713,1713,2,0,3,7,1,856,0,26,1,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,8546,4,5,2003,0.0,1121,1121,2,0,2,5,0,440,132,64,3,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
201,10125,6,6,1977,0.0,1196,1279,2,0,3,6,2,473,238,83,2,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
202,7000,6,6,1924,0.0,617,1310,2,0,2,6,0,398,0,0,5,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
203,4438,6,5,2004,205.0,848,848,1,0,1,3,1,420,149,0,1,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
204,3500,5,7,1947,0.0,720,1284,1,1,2,5,0,240,0,35,4,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
205,11851,7,5,1990,0.0,1424,1442,2,0,3,5,0,500,0,34,5,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
206,13673,5,5,1962,0.0,1140,1696,1,1,3,8,1,349,0,30,3,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
207,12493,4,5,1960,0.0,1100,1100,1,0,3,6,1,312,355,0,4,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
208,14364,7,5,1988,128.0,1157,2062,2,1,3,7,1,454,60,55,4,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
209,8250,6,7,1964,260.0,1092,1092,1,0,3,6,0,504,0,0,7,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210,5604,5,6,1925,0.0,864,864,1,0,2,5,0,0,0,0,4,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
211,10420,6,5,2009,0.0,1212,1212,2,0,3,6,0,460,100,22,3,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
212,8640,7,5,2009,0.0,900,1852,2,1,3,7,1,644,168,108,7,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
213,13568,5,5,1995,0.0,990,990,1,0,3,5,0,576,224,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
214,10900,6,7,1977,153.0,689,1392,1,1,3,6,0,299,0,36,3,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
215,10011,5,6,1957,64.0,1070,1236,1,0,2,6,1,447,0,0,5,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
216,8450,7,5,2004,266.0,1436,1436,2,0,3,8,0,484,139,98,4,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
217,9906,4,4,1925,0.0,686,1328,1,0,3,8,0,210,0,172,9,2006,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
218,15660,7,9,1939,312.0,798,1954,1,1,3,8,2,431,0,119,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
219,3010,7,5,2005,16.0,1248,1248,2,0,2,5,0,438,108,0,3,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
220,8990,7,5,2006,0.0,1498,1498,2,0,2,5,0,675,351,33,4,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
221,8068,6,5,2002,0.0,1010,2267,2,1,4,8,1,390,120,46,12,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
222,11475,6,6,1975,0.0,713,1552,2,1,3,6,1,434,209,208,2,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
223,10500,4,6,1971,0.0,864,864,1,0,2,4,0,576,216,0,3,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
224,13472,10,5,2003,922.0,2392,2392,2,0,3,8,1,968,248,105,6,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1680,5,5,1971,142.0,630,1302,2,1,3,6,0,280,0,0,5,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
226,9950,7,5,1995,290.0,1203,2520,2,1,4,9,1,721,224,114,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
227,1869,6,6,1970,127.0,483,987,1,1,2,5,0,280,0,0,9,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
228,8521,5,5,1967,0.0,912,912,1,0,3,5,1,336,0,0,5,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
229,3182,7,5,2005,16.0,1373,1555,2,0,2,7,1,430,143,20,5,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
230,8760,6,6,1959,220.0,1194,1194,1,0,3,6,0,312,0,0,4,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
231,15138,8,5,1995,506.0,1462,2794,2,1,4,9,1,810,0,146,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
232,1680,6,5,1972,297.0,483,987,1,1,2,5,1,288,0,0,6,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
233,10650,5,6,1976,0.0,894,894,1,0,3,5,0,308,365,0,2,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
234,7851,6,5,2002,0.0,860,1960,2,1,4,8,2,440,288,48,5,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
235,1680,6,3,1971,604.0,483,987,1,1,2,5,0,264,0,0,8,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
236,8773,7,5,2004,98.0,1414,1414,2,0,3,6,0,494,132,105,5,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
237,9453,7,7,1993,0.0,996,1744,2,1,3,7,0,457,370,70,2,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
238,12030,8,5,2007,254.0,1694,1694,2,0,3,7,0,818,168,228,12,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,8741,6,4,1945,0.0,735,1487,1,1,3,7,1,220,0,140,4,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
240,9000,8,5,2008,36.0,1566,1566,2,0,3,7,0,750,144,168,4,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
241,3880,5,9,1945,0.0,686,866,1,0,2,4,0,0,58,42,8,2007,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
242,5000,5,4,1900,0.0,540,1440,1,0,3,6,0,352,0,0,4,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
243,10762,6,6,1980,0.0,626,1217,1,1,3,6,1,288,0,28,4,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
244,8880,7,5,1994,0.0,948,2110,2,1,3,8,2,463,0,130,5,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
245,10400,7,5,1988,102.0,1845,1872,2,0,3,6,1,604,197,39,6,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
246,9142,6,8,1910,0.0,1020,1928,2,0,4,9,0,440,0,60,4,2006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
247,11310,6,5,1954,0.0,1367,1375,1,0,2,5,1,451,0,30,6,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
248,11317,7,5,2003,101.0,840,1668,2,1,3,8,0,500,144,68,9,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
249,159000,6,7,1958,472.0,1444,2144,2,0,4,7,2,389,0,98,6,2007,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
250,5350,3,2,1940,0.0,728,1306,1,0,3,6,0,0,263,0,5,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
251,4750,8,5,2006,481.0,1573,1625,2,0,2,5,1,538,123,0,12,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
252,8366,6,5,2004,0.0,798,1640,2,1,3,6,0,520,138,45,12,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
253,9350,6,7,1964,108.0,1302,1302,2,0,3,7,0,309,333,0,10,2007,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
254,8400,5,6,1957,0.0,1314,1314,1,0,3,5,0,294,250,0,6,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
255,8738,7,5,1999,302.0,975,2291,2,1,4,8,1,429,192,0,2,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
256,8791,6,5,2003,0.0,864,1728,2,1,3,7,0,673,216,56,5,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
257,8814,7,5,2006,180.0,1604,1604,2,1,3,8,1,660,123,110,3,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
258,12435,7,5,2001,172.0,963,1792,2,1,3,7,1,564,0,96,5,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
259,12702,5,5,1956,0.0,0,882,1,0,2,4,0,308,0,45,12,2008,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
260,19296,6,5,1962,399.0,1362,1382,1,0,3,6,1,884,0,0,5,2009,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
261,9588,8,5,2007,270.0,1482,2574,2,1,3,10,1,868,0,148,11,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
262,8471,6,7,1977,46.0,506,1212,1,0,3,6,1,492,292,12,7,2006,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
263,5500,5,7,1929,0.0,926,1316,1,0,3,6,0,484,0,0,4,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
264,5232,5,5,1925,0.0,680,764,1,0,2,4,0,504,0,0,6,2008,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
265,12090,6,6,1981,210.0,1422,1422,2,0,3,7,1,576,276,0,6,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
266,11207,6,5,1997,0.0,802,1511,2,1,3,8,1,413,95,75,6,2006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
267,8400,5,8,1939,0.0,720,2192,2,1,4,8,1,240,262,24,7,2008,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
268,6900,5,6,1940,0.0,740,778,1,0,2,4,1,924,0,25,2,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
269,7917,6,7,1976,174.0,1143,1113,1,1,3,6,1,504,370,30,5,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
270,10728,8,5,2006,0.0,1095,1939,2,1,3,8,1,1053,192,51,8,2006,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
271,39104,7,7,1954,0.0,1385,1363,1,0,2,5,2,439,81,0,4,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
272,11764,8,7,1999,348.0,1152,2270,2,1,4,9,1,671,132,57,4,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
273,9600,6,6,1958,183.0,1240,1632,2,0,3,6,1,338,289,0,4,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
274,8314,5,7,1982,0.0,816,816,1,0,2,5,0,264,168,0,6,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
275,7264,7,7,1925,0.0,952,1548,2,1,3,5,0,672,74,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
276,9196,7,5,2003,0.0,1560,1560,2,0,3,7,0,573,100,150,4,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
277,19138,4,5,1951,0.0,864,864,1,0,2,4,0,400,0,0,6,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
278,14450,9,5,2006,315.0,2121,2121,2,1,3,8,1,732,124,98,5,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,10005,7,5,1977,299.0,1160,2022,2,1,4,8,1,505,288,117,3,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
280,11287,7,6,1989,340.0,807,1982,2,1,3,7,1,575,0,84,1,2007,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
281,7200,6,5,2006,68.0,1262,1262,2,0,2,5,0,572,0,120,5,2006,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
282,5063,7,5,2007,166.0,1314,1314,2,0,2,6,1,626,172,62,4,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
283,9612,8,5,2008,72.0,1468,1468,2,0,3,6,1,898,210,150,12,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284,8012,6,5,1992,0.0,1575,1575,2,0,2,5,0,529,0,0,7,2007,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
285,4251,7,5,2006,0.0,625,1250,2,1,2,5,0,528,0,54,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
286,9786,6,7,1962,0.0,912,1734,1,1,3,7,1,440,0,0,6,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
287,8125,4,4,1971,0.0,858,858,1,0,3,5,0,0,0,0,6,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
288,9819,5,5,1967,31.0,882,900,1,0,3,5,0,280,0,0,2,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
289,8730,6,7,1915,0.0,698,1396,1,0,3,7,0,384,0,0,7,2007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
290,15611,8,5,2006,0.0,1079,1919,2,1,3,8,1,685,0,51,7,2006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
291,5687,5,6,1912,0.0,780,1716,2,0,6,9,0,0,0,184,3,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
292,11409,5,4,1949,0.0,768,1716,1,1,3,8,1,281,0,0,1,2009,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
293,16659,7,7,1977,34.0,795,2263,2,1,3,9,1,539,0,250,3,2006,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
294,9600,6,5,1953,238.0,1416,1644,1,0,3,7,2,418,110,0,10,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
295,7937,6,6,1984,0.0,1003,1003,1,0,3,6,0,588,120,0,3,2006,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
296,13710,5,5,1950,0.0,910,1558,1,1,4,6,0,282,289,0,6,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
297,7399,7,5,1997,1600.0,975,1950,2,1,3,7,1,576,0,10,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
298,11700,6,6,1968,365.0,702,1743,1,2,3,7,1,539,224,0,6,2007,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
299,14000,6,8,1950,0.0,1092,1152,1,0,3,6,1,300,0,36,8,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
300,15750,5,5,1953,56.0,1165,1336,1,0,2,5,2,375,0,0,6,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
301,16226,8,5,1998,0.0,1028,2452,2,1,4,9,1,683,208,50,5,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
302,13704,7,5,2001,150.0,1541,1541,2,0,3,6,1,843,468,81,1,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
303,9800,5,7,1972,0.0,894,894,1,0,3,5,0,552,256,0,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
304,18386,7,9,1880,0.0,1470,3493,3,0,3,10,1,870,302,0,5,2008,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
305,10386,8,5,2004,246.0,2000,2000,2,0,3,8,0,888,168,0,7,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
306,13474,7,5,1990,246.0,700,2243,2,1,4,8,1,746,127,44,6,2007,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
307,7920,6,7,1920,0.0,319,1406,1,0,3,6,0,0,0,144,3,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
308,12342,4,5,1940,0.0,861,861,1,0,1,4,0,539,158,0,3,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
309,12378,9,5,2003,0.0,1896,1944,2,0,3,8,3,708,208,175,11,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310,7685,6,5,1993,112.0,697,1501,2,1,3,6,1,420,190,63,5,2006,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
311,8000,6,6,1948,0.0,972,972,1,0,2,5,1,240,0,0,5,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
312,7800,5,7,1939,0.0,793,1118,1,0,3,5,1,410,0,0,5,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
313,215245,7,5,1965,0.0,2136,2036,2,0,3,8,2,513,0,0,6,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
314,9600,7,7,1925,0.0,728,1641,1,1,3,6,1,546,0,0,8,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
315,7795,7,5,2004,0.0,716,1432,2,1,3,6,1,432,100,51,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
316,13005,7,7,1980,278.0,845,2353,2,1,4,10,1,484,288,195,8,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
317,9000,8,5,2006,0.0,1088,1959,2,1,3,8,1,1025,208,46,12,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
318,9900,7,5,1993,256.0,1347,2646,2,1,4,9,1,656,340,60,4,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
319,14115,7,5,1980,225.0,1372,1472,2,0,3,6,2,588,233,48,6,2009,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
320,16259,9,5,2006,370.0,1249,2596,3,1,4,9,0,840,240,154,9,2006,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
321,12099,8,5,2004,388.0,1136,2468,2,1,4,10,1,872,184,154,6,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
322,10380,7,5,1986,172.0,1502,2730,2,1,4,8,1,576,201,96,8,2007,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
323,5820,3,8,1955,0.0,1162,1163,1,0,3,6,0,220,142,98,7,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
324,11275,7,7,1967,300.0,710,2978,2,1,5,11,1,564,240,0,6,2010,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
325,5000,5,6,1941,0.0,720,803,1,0,2,5,0,360,0,0,12,2007,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
326,10846,8,5,1993,0.0,1719,1719,1,1,1,6,2,473,122,30,5,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
327,11600,6,5,1960,175.0,1383,1383,1,1,3,7,0,292,0,45,4,2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
328,11888,6,6,1916,0.0,844,2134,2,0,5,10,0,441,0,60,7,2009,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
329,6402,5,5,1920,0.0,596,1192,1,0,3,6,0,189,0,0,7,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
330,10624,5,4,1964,84.0,1728,1728,2,0,6,10,0,352,155,0,11,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
331,8176,5,6,1958,0.0,1056,1056,1,0,3,6,0,308,0,0,8,2007,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
332,10655,8,5,2003,296.0,3206,1629,2,0,3,7,1,880,0,0,10,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
333,8198,7,5,2004,146.0,1358,1358,2,0,2,6,1,484,192,30,7,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
334,9042,6,5,1998,0.0,943,1638,2,1,3,7,2,472,100,38,7,2008,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
335,164660,5,6,1965,0.0,1499,1786,2,0,3,7,2,529,670,0,8,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
336,14157,9,5,2005,200.0,1922,1922,2,0,3,8,1,676,178,51,7,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
337,9135,7,5,2002,113.0,1536,1536,2,0,3,7,0,532,192,74,12,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
338,14145,7,7,1984,0.0,1208,1621,2,0,3,8,0,440,108,45,5,2006,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
339,12400,6,7,1958,176.0,1215,1215,1,0,3,6,0,297,0,0,6,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
340,14191,8,5,2002,0.0,967,1908,2,1,4,9,0,431,135,0,4,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
341,8400,4,4,1950,0.0,721,841,1,0,2,4,0,294,250,0,9,2009,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
342,8544,3,4,1949,340.0,0,1040,2,0,2,6,0,400,0,0,5,2006,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
343,8849,9,5,2005,616.0,1684,1684,2,0,2,6,1,564,495,72,7,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2592,5,3,1976,0.0,536,1112,1,1,3,4,0,336,182,0,4,2010,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
345,6435,6,5,1939,0.0,972,1577,1,0,3,6,1,312,0,0,10,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
346,12772,6,8,1960,0.0,958,958,1,0,2,5,0,301,0,0,4,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
347,17600,6,5,1960,30.0,1478,1478,2,0,3,6,2,498,0,40,12,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
348,2448,7,5,2003,106.0,764,1626,2,1,2,6,0,474,0,27,10,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
349,20431,9,5,2005,870.0,1848,2728,2,1,4,10,2,706,0,0,4,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,7820,9,5,2007,362.0,1869,1869,2,0,2,6,1,617,210,54,12,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,5271,7,5,1986,0.0,1453,1453,1,1,2,6,1,445,0,80,12,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
352,9084,5,6,1941,0.0,616,1111,1,0,3,5,0,200,48,0,3,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
353,8520,6,8,1928,0.0,624,720,1,0,2,5,0,484,106,0,5,2010,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
354,8400,6,5,1940,0.0,940,1595,1,0,2,6,2,240,0,0,6,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
